,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,BikeBuyer,AreaCode,Sex,Married,JobType,EducationType,Country,Income,AgeBracket,ChildrenFlag
3624,1,1,0,0,555,1,1,3,1,5,1,1,1
3625,1,1,0,0,555,0,1,3,1,0,0,1,1
3626,1,1,0,0,555,1,1,3,1,0,1,1,1
3627,1,1,0,0,555,0,1,3,1,5,1,1,1
3628,1,1,0,0,555,0,1,3,1,0,0,1,1
3629,1,1,0,0,555,0,1,3,1,0,0,1,1
3630,1,1,0,0,555,0,1,3,1,0,0,1,1
3631,1,1,0,0,555,1,1,3,1,5,0,1,1
3632,1,1,0,0,555,1,1,3,1,0,1,1,1
3633,1,1,0,0,555,1,1,3,1,5,0,1,1
3634,1,1,0,0,555,0,1,3,1,0,0,1,1
3635,1,1,0,0,555,1,1,3,1,0,1,1,1
3636,1,1,0,0,555,0,1,3,1,5,1,1,1
3637,1,1,0,0,555,0,1,3,1,5,1,1,1
3638,1,1,0,0,555,0,1,3,1,0,0,1,1
3639,1,1,0,0,555,0,1,3,1,0,1,1,1
3640,1,1,0,0,555,0,1,3,1,0,1,1,1
3641,1,1,0,0,555,0,1,3,1,0,1,1,1
3642,1,0,0,0,555,0,0,1,3,0,3,1,1
3643,1,0,0,1,555,1,1,1,3,0,3,1,1
3644,1,0,0,0,555,0,0,1,3,0,3,1,1
3645,1,0,0,0,555,1,1,1,3,0,3,1,1
3646,1,0,0,1,555,1,1,1,3,0,3,1,1
3647,0,0,0,1,555,0,0,1,3,0,2,1,1
3648,0,0,0,1,555,0,0,1,3,0,1,1,1
3649,0,0,1,0,500,1,0,4,1,3,0,0,1
3650,1,1,1,0,500,0,1,4,1,3,0,0,1
3651,1,0,0,0,500,0,1,3,0,3,0,0,1
3652,1,0,0,0,500,1,1,3,0,3,1,0,1
3653,1,0,0,0,500,0,1,3,0,4,1,0,1
3654,1,0,0,1,500,1,1,3,0,2,1,0,1
3655,1,0,1,0,500,1,1,3,0,2,1,0,1
3656,0,0,1,0,500,0,0,3,0,3,1,0,1
3657,1,0,0,0,500,1,1,3,3,3,1,0,0
3658,1,1,1,1,500,1,1,4,1,4,0,0,1
3659,0,0,1,1,500,1,0,3,0,2,1,0,1
3660,0,0,1,1,500,1,0,3,0,4,1,0,1
3661,0,1,1,1,500,1,0,3,0,3,1,0,1
3662,1,1,4,1,500,1,0,4,4,2,0,0,1
3663,0,1,1,0,500,0,0,4,2,2,0,0,1
3664,1,0,0,0,500,1,1,3,0,4,1,0,0
3665,1,0,2,0,500,0,0,4,2,2,0,0,1
3666,0,1,1,1,500,0,0,3,0,3,1,0,1
3667,1,1,1,0,500,0,1,3,0,4,0,0,1
3668,1,2,3,1,500,1,0,4,4,3,0,1,1
3669,1,2,3,0,500,0,0,4,4,4,0,1,1
3670,1,1,2,1,500,1,0,4,2,3,0,1,1
3671,1,1,2,1,500,1,0,4,2,2,0,1,1
3672,1,2,1,1,500,1,1,1,0,3,0,1,1
3673,1,2,2,0,500,0,0,4,4,2,0,1,1
3674,1,2,1,1,500,0,1,1,0,4,1,1,1
3675,1,2,1,0,500,0,1,1,0,4,1,1,1
3676,1,2,2,1,500,0,0,4,4,2,0,1,1
3677,1,2,2,0,500,0,0,4,4,3,0,1,1
3678,0,1,3,1,500,1,1,4,2,2,0,1,1
3679,1,0,4,1,500,0,0,4,2,4,0,1,1
3680,1,1,4,1,500,0,0,4,2,3,0,1,1
3681,1,0,0,0,500,1,1,0,0,2,1,0,0
3682,1,1,2,1,500,1,0,3,1,3,1,1,1
3683,1,0,0,1,500,0,1,1,0,4,1,1,1
3684,1,0,0,0,500,1,1,1,0,4,1,1,1
3685,1,0,0,0,500,0,1,1,0,2,0,1,1
3686,1,0,0,0,500,1,1,1,0,2,1,1,1
3687,0,2,2,1,500,1,1,3,1,3,1,1,1
3688,1,2,2,1,500,1,0,3,1,3,1,1,1
3689,1,2,2,1,500,0,0,3,1,4,0,1,1
3690,1,0,0,1,500,1,1,1,0,2,0,1,1
3691,1,0,3,1,500,1,0,3,1,4,1,1,1
3692,0,1,0,0,500,1,1,4,2,2,0,0,0
3693,0,2,4,0,500,0,1,4,2,3,0,0,1
3694,1,1,3,1,500,0,0,3,1,4,0,0,1
3695,1,1,3,1,500,0,0,3,1,4,0,0,1
3696,1,2,3,1,555,1,0,3,1,2,0,0,1
3697,1,0,0,1,500,1,1,1,0,2,1,1,1
3698,1,1,0,0,500,1,1,1,0,3,1,1,1
3699,1,2,3,0,500,0,0,3,1,3,1,0,1
3700,1,1,4,1,500,1,0,3,1,4,1,0,1
3701,1,2,4,1,500,0,0,3,1,4,0,0,1
3702,1,3,4,1,500,0,0,3,1,2,1,0,1
3703,0,3,4,1,500,0,1,3,1,2,0,0,1
3704,1,3,4,1,500,1,0,3,1,2,0,0,1
3705,1,1,5,1,500,0,0,3,1,2,0,0,1
3706,0,1,0,0,500,0,0,4,2,3,0,0,0
3707,0,1,0,0,500,1,1,4,2,2,0,0,0
3708,0,1,0,0,500,0,0,4,2,3,0,0,0
3709,1,2,0,0,500,0,1,4,4,2,0,0,0
3710,0,1,0,1,500,0,0,4,2,3,0,0,0
3711,0,1,0,1,500,1,0,3,1,2,1,0,0
3712,1,1,0,0,500,1,1,4,4,2,0,3,1
3713,1,1,0,0,500,1,0,4,4,2,0,0,0
3714,0,1,0,0,500,1,0,4,4,3,0,0,0
3715,0,2,0,0,500,0,0,4,4,3,0,0,0
3716,0,1,0,0,500,1,0,3,1,4,1,0,0
3717,0,1,0,0,500,1,1,3,1,4,0,0,0
3718,0,2,0,0,500,1,0,4,4,3,0,0,0
3719,1,2,0,0,500,0,0,4,4,2,0,0,0
3720,0,2,0,1,500,0,0,4,4,4,0,0,0
3721,0,2,0,0,500,0,0,4,4,3,0,0,0
3722,0,2,0,0,500,1,0,4,4,3,0,0,0
3723,0,2,0,0,555,1,0,1,1,0,3,0,0
3724,1,2,0,0,555,0,1,1,1,0,1,0,0
3725,0,2,0,0,555,0,0,3,4,5,1,0,0
3726,0,2,0,0,555,1,1,3,4,5,1,0,0
3727,1,2,0,0,555,0,0,1,1,0,0,0,0
3728,1,2,0,0,555,1,1,1,1,0,1,0,0
3729,1,2,0,0,555,0,0,1,1,0,1,0,0
3730,1,2,0,0,555,0,1,1,1,0,2,0,0
3731,0,2,0,0,555,0,0,1,1,0,2,0,0
3732,0,2,0,0,500,1,1,3,1,1,1,2,1
3733,0,2,0,0,500,1,1,3,1,1,1,2,1
3734,0,2,0,0,555,1,0,3,4,0,0,0,0
3735,0,2,0,0,500,0,1,1,2,1,0,1,1
3736,1,2,0,0,500,0,0,1,2,1,0,1,1
3737,0,2,0,0,500,0,1,1,2,1,0,1,1
3738,0,2,0,0,500,1,1,1,2,1,0,1,1
3739,0,2,0,0,500,0,1,3,1,1,1,1,1
3740,1,2,0,1,555,1,1,1,1,0,2,0,0
3741,1,2,0,0,500,1,1,1,2,1,1,1,1
3742,1,2,0,0,500,0,0,3,1,1,0,1,1
3743,1,2,0,0,500,0,0,3,1,1,0,1,1
3744,1,2,0,0,500,1,1,1,1,1,0,1,1
3745,0,1,0,0,500,0,0,4,1,1,0,0,0
3746,1,1,0,0,500,1,0,4,1,1,0,0,0
3747,1,0,0,0,500,1,1,3,0,1,0,0,0
3748,1,1,0,0,500,1,1,4,2,1,0,0,0
3749,0,0,1,0,500,0,0,4,2,1,0,0,1
3750,0,0,1,0,500,0,0,4,2,1,0,0,1
3751,0,0,1,0,500,1,0,4,2,1,0,0,1
3752,0,0,1,1,500,1,0,4,2,1,0,0,1
3753,1,0,0,0,500,1,0,3,0,1,0,0,0
3754,1,0,0,0,500,1,0,3,0,1,0,0,0
3755,1,0,0,0,500,1,1,3,0,1,0,0,0
3756,0,0,1,1,500,0,0,4,2,1,0,0,1
3757,1,0,1,0,500,1,1,4,2,1,0,0,1
3758,1,0,1,0,500,0,1,4,2,1,0,0,1
3759,1,0,0,0,500,1,0,4,1,1,0,0,0
3760,1,0,0,0,500,0,0,4,1,1,0,0,0
3761,1,0,0,0,500,0,1,4,1,3,0,2,1
3762,1,0,0,0,500,0,1,3,3,2,1,2,1
3763,1,0,0,0,500,0,1,3,3,2,1,1,1
3764,1,0,0,0,500,0,1,3,3,2,1,1,1
3765,0,1,1,1,500,1,0,4,2,4,0,1,1
3766,0,0,1,0,500,1,0,4,1,4,0,1,1
3767,0,0,1,1,500,1,0,4,1,2,0,1,1
3768,1,0,1,0,500,0,1,4,1,2,0,1,1
3769,0,1,1,0,500,1,0,4,2,3,0,1,1
3770,1,1,0,0,500,1,0,4,1,4,0,1,1
3771,1,1,0,1,500,1,1,4,1,4,0,1,1
3772,1,1,0,0,500,0,1,4,1,2,0,1,1
3773,1,1,0,0,500,0,0,4,1,2,0,1,1
3774,1,0,0,0,500,1,1,3,3,2,2,1,1
3775,1,0,0,0,500,0,1,3,3,2,1,1,1
3776,1,1,0,0,500,1,0,4,1,3,0,1,1
3777,1,0,0,0,500,0,1,3,3,3,1,1,1
3778,1,0,0,0,500,0,0,3,3,2,1,1,1
3779,1,0,0,1,500,1,1,3,0,3,1,1,1
3780,0,1,1,0,500,1,0,4,2,4,0,0,1
3781,1,1,1,0,500,0,1,4,2,3,0,0,1
3782,1,0,2,0,500,0,0,4,2,3,0,0,1
3783,0,1,0,0,500,0,0,4,1,4,0,0,0
3784,1,1,0,0,500,1,0,4,1,4,0,0,0
3785,1,0,2,1,500,1,0,4,2,3,0,0,1
3786,1,0,0,1,500,0,0,3,0,3,0,0,0
3787,1,0,0,0,500,0,0,3,0,3,1,0,0
3788,1,0,0,0,500,0,1,3,0,4,1,0,0
3789,0,2,0,0,500,0,1,3,0,4,0,3,1
3790,0,2,0,0,500,0,1,3,0,2,0,3,1
3791,0,1,0,0,500,0,1,4,1,4,0,0,0
3792,1,0,0,0,500,0,1,3,0,2,0,0,0
3793,0,0,0,1,500,1,0,3,0,2,1,0,0
3794,1,0,0,0,500,1,1,3,0,3,1,0,0
3795,1,0,0,0,500,0,1,3,3,4,1,0,0
3796,1,0,0,0,500,0,1,3,3,2,1,0,0
3797,1,0,0,0,500,1,1,3,3,3,1,0,0
3798,1,0,0,0,500,0,1,3,3,2,1,0,0
3799,1,0,0,1,500,0,0,3,3,4,1,0,0
3800,0,0,0,0,500,0,0,1,3,2,1,0,0
3801,1,0,0,1,500,0,0,1,3,2,1,0,0
3802,1,0,0,0,500,1,1,1,3,2,1,0,0
3803,1,2,1,0,500,1,0,4,2,4,0,1,1
3804,1,0,1,0,500,1,1,4,1,4,0,0,1
3805,1,1,2,1,500,1,1,0,1,4,3,1,1
3806,1,2,1,0,500,1,1,0,2,3,2,2,1
3807,1,2,1,0,500,0,1,0,2,3,2,2,1
3808,1,2,0,1,555,1,1,2,0,4,3,2,1
3809,1,4,4,1,500,0,1,2,0,2,3,2,1
3810,0,2,0,0,500,0,0,0,1,3,3,2,1
3811,1,2,0,0,500,1,0,0,1,3,3,2,1
3812,1,1,5,1,500,1,0,2,0,4,3,2,1
3813,1,4,4,0,500,1,1,0,1,2,3,2,1
3814,1,2,2,0,500,1,1,0,1,2,3,1,1
3815,1,2,2,1,500,0,1,0,1,3,3,1,1
3816,1,3,4,1,500,0,1,0,2,4,2,1,1
3817,1,4,4,1,500,1,1,0,2,2,3,1,1
3818,1,2,2,1,500,1,1,0,1,3,3,1,1
3819,1,2,5,0,500,0,1,0,1,2,3,1,1
3820,1,2,1,0,500,0,1,0,2,3,3,1,1
3821,1,4,4,0,500,0,1,0,1,4,2,1,1
3822,1,3,1,1,500,0,1,0,2,3,3,1,1
3823,1,2,2,1,500,1,1,0,2,4,3,1,1
3824,1,2,5,1,500,0,1,0,1,4,3,1,1
3825,1,3,1,0,500,1,0,2,2,3,3,2,1
3826,0,4,4,0,500,0,1,2,1,4,3,2,1
3827,1,4,4,1,500,0,1,2,1,4,2,2,1
3828,1,4,5,0,500,1,1,2,2,2,3,2,1
3829,1,4,5,1,500,1,1,0,4,2,3,2,1
3830,1,2,0,0,500,0,1,0,0,1,2,0,0
3831,1,3,0,0,500,0,0,0,0,1,2,0,0
3832,1,3,0,1,500,1,0,0,0,1,3,0,0
3833,1,4,0,1,500,0,0,0,0,1,2,0,0
3834,0,3,0,0,500,1,0,0,0,1,3,0,0
3835,1,3,0,0,500,1,0,0,0,1,3,0,0
3836,0,4,0,0,500,0,0,0,0,1,2,0,0
3837,0,3,0,0,500,0,1,0,0,1,3,0,0
3838,0,3,0,1,500,1,0,0,0,1,3,0,0
3839,1,3,0,0,500,0,0,0,0,1,3,0,0
3840,1,2,5,1,500,0,1,2,2,1,3,0,1
3841,1,3,0,0,500,0,0,0,0,1,3,0,0
3842,0,3,0,1,500,1,0,0,0,1,3,0,0
3843,0,3,5,1,500,0,1,2,2,1,2,0,1
3844,1,3,5,1,500,1,1,2,2,1,3,0,1
3845,0,4,0,0,500,1,1,0,0,1,3,0,0
3846,0,4,0,1,500,0,0,0,0,1,3,0,0
3847,1,4,0,0,500,0,0,0,0,1,3,0,0
3848,1,4,5,1,500,1,1,2,2,1,3,0,1
3849,1,4,0,0,500,1,1,0,0,1,3,0,0
3850,1,4,0,0,500,0,0,0,0,1,3,0,0
3851,1,4,0,0,500,0,0,0,0,1,3,0,0
3852,1,4,5,1,500,0,1,2,2,1,2,0,1
3853,1,4,5,1,500,1,1,2,2,1,3,0,1
3854,1,4,0,0,500,1,1,0,0,1,3,0,0
3855,0,4,0,0,500,0,1,0,0,1,3,0,0
3856,0,4,5,1,500,0,1,2,2,1,3,0,1
3857,1,4,5,1,500,1,1,0,4,1,3,0,1
3858,1,4,5,1,500,0,1,0,4,1,3,0,1
3859,0,4,5,0,500,0,1,0,4,1,3,0,1
3860,1,4,5,1,500,1,1,2,4,1,3,0,1
3861,1,2,0,0,555,0,1,2,3,0,2,2,1
3862,1,2,0,0,555,1,1,2,0,0,3,2,1
3863,1,3,3,0,555,0,1,2,3,0,3,2,1
3864,1,3,3,1,555,1,1,2,3,0,3,2,1
3865,1,2,0,0,555,0,1,2,0,0,2,2,1
3866,1,2,0,0,555,0,0,2,0,0,3,2,1
3867,1,3,3,1,555,0,1,2,3,0,3,2,1
3868,1,3,3,0,555,0,1,2,3,0,3,2,1
3869,1,3,3,0,555,1,1,2,3,0,3,2,1
3870,1,4,3,1,555,0,1,2,0,0,3,2,1
3871,1,4,3,0,555,0,1,2,0,0,3,2,1
3872,1,2,0,0,555,1,1,2,0,0,3,2,1
3873,1,2,0,0,500,1,1,1,1,1,0,1,1
3874,1,1,3,1,555,1,1,1,0,0,3,0,1
3878,1,2,0,1,555,0,0,0,1,5,2,0,0
3879,1,2,0,1,555,0,1,0,1,5,1,0,0
3880,0,2,0,0,555,1,0,0,1,0,2,0,0
3881,1,2,0,0,500,1,1,1,2,1,3,1,1
3882,0,2,0,1,500,1,0,1,2,1,2,1,1
3883,1,2,0,0,500,0,0,1,2,1,1,1,1
3884,1,2,0,0,500,0,0,1,2,1,2,1,1
3885,1,2,0,0,500,0,0,1,2,1,1,1,1
3886,0,2,0,0,500,0,0,0,2,1,2,1,1
3887,1,1,1,0,500,1,0,2,3,1,3,1,1
3888,1,1,1,0,500,1,1,2,3,1,3,1,1
3889,0,1,0,1,555,1,0,2,0,5,3,0,0
3890,1,2,0,0,555,1,0,0,1,0,3,0,0
3891,1,2,0,0,555,0,1,0,1,0,2,0,0
3892,0,2,0,0,555,0,0,0,1,0,2,0,0
3893,0,2,0,0,555,1,0,0,2,0,2,0,0
3894,0,3,1,1,500,0,0,2,3,1,3,1,1
3895,1,3,2,1,555,1,0,2,0,0,3,0,1
3896,0,3,2,1,555,1,0,2,0,0,3,0,1
3897,1,3,2,1,555,1,0,2,0,0,3,0,1
3898,1,4,2,1,555,1,0,2,0,0,3,0,1
3899,0,2,0,0,555,1,1,0,2,5,2,1,1
3900,1,0,2,1,555,1,1,0,1,0,2,1,1
3901,1,0,2,0,555,0,1,0,1,0,2,1,1
3902,1,1,0,0,555,0,0,0,1,5,3,1,1
3903,1,1,0,0,555,1,1,0,1,0,3,1,1
3904,1,1,0,0,555,1,1,0,1,0,3,1,1
3905,1,0,4,0,500,0,1,0,0,1,3,0,1
3906,1,0,4,1,500,0,0,0,0,1,3,0,1
3907,0,0,4,1,500,1,1,0,0,1,3,0,1
3908,1,0,0,1,500,1,0,2,3,1,3,0,0
3909,1,1,0,0,500,0,1,0,0,1,3,1,1
3910,1,1,0,1,500,1,1,0,0,1,3,1,1
3911,1,1,0,1,500,1,0,0,0,1,2,1,1
3912,0,1,0,1,500,1,0,1,1,1,2,1,1
3913,1,1,0,0,500,1,1,0,0,1,3,1,1
3914,1,1,0,0,500,0,1,1,1,1,1,1,1
3915,1,1,0,0,500,0,1,1,1,1,1,1,1
3916,1,1,0,1,500,1,0,1,1,1,2,1,1
3917,0,1,0,1,500,1,0,0,0,1,3,1,0
3918,0,1,0,1,500,1,0,0,0,1,3,1,0
3919,1,1,0,0,500,0,0,0,0,1,1,1,0
3920,0,1,0,1,500,1,0,0,0,1,2,1,0
3921,1,1,0,0,500,0,1,0,0,1,3,1,1
3922,0,2,0,0,500,0,0,0,0,1,2,1,0
3923,1,2,0,1,500,1,0,0,0,1,2,1,0
3924,0,2,0,1,500,1,1,0,0,1,2,1,0
3925,1,1,0,1,500,1,1,1,1,1,2,1,1
3926,1,2,4,1,500,0,1,0,0,1,2,1,1
3927,0,2,4,0,500,0,1,1,1,1,1,1,1
3928,1,1,0,0,500,1,0,1,1,1,2,1,1
3929,1,3,4,0,500,0,1,1,1,1,1,1,1
3930,1,1,0,1,500,0,0,2,0,1,3,1,1
3931,1,2,2,1,500,0,1,1,1,1,2,1,1
3932,1,3,4,0,500,0,1,1,1,1,1,1,1
3933,0,3,4,1,500,1,1,1,1,1,2,1,1
3934,1,1,0,0,500,1,1,1,1,1,2,1,1
3935,1,1,0,0,500,1,1,1,1,1,2,1,1
3936,1,1,0,0,500,0,1,2,0,1,1,1,1
3937,1,1,0,0,500,1,1,2,0,1,1,1,1
3938,1,1,0,0,500,1,1,2,0,1,1,1,1
3939,1,2,0,0,555,0,1,1,2,0,0,0,0
3940,1,2,0,0,555,0,1,1,2,5,0,0,0
3941,1,2,0,0,555,1,1,1,2,0,0,0,0
3942,1,2,0,0,555,0,1,1,2,0,0,0,0
3943,0,2,0,0,555,0,0,1,2,0,0,0,0
3944,1,2,0,1,555,1,1,1,2,0,1,0,0
3945,0,2,0,0,555,0,0,1,2,0,0,0,0
3946,0,2,0,1,555,1,0,1,2,0,1,0,0
3947,1,2,0,1,555,1,0,1,2,5,0,0,0
3948,1,2,0,0,555,0,1,1,2,0,0,0,0
3949,1,2,0,0,500,1,1,1,2,1,0,2,1
3950,0,2,0,0,555,0,1,1,2,0,0,0,0
3951,1,2,0,1,555,1,1,1,2,0,1,0,0
3952,0,2,0,0,555,1,0,1,2,0,0,0,0
3953,1,2,0,0,555,1,0,1,2,0,1,0,0
3954,1,2,0,0,555,0,1,1,2,0,0,0,0
3955,0,2,0,1,555,1,0,3,4,0,1,0,0
3956,1,2,0,0,555,0,0,3,4,0,0,0,0
3957,0,2,0,0,500,0,1,3,1,1,1,2,1
3958,0,2,0,0,500,0,1,3,1,1,0,2,1
3959,0,2,0,0,500,1,1,3,1,1,1,2,1
3960,1,2,0,0,500,1,0,2,0,1,1,2,1
3961,1,2,0,0,500,0,1,2,0,1,1,2,1
3962,0,2,0,0,500,0,1,2,0,1,0,2,1
3963,1,1,0,0,500,0,0,2,3,1,2,2,1
3964,1,2,0,0,555,0,1,1,2,0,0,0,0
3965,0,2,0,0,555,0,0,1,2,0,1,0,0
3966,1,2,0,0,555,1,0,1,2,0,1,0,0
3967,0,2,0,1,555,1,0,1,2,0,1,0,0
3968,1,1,0,0,555,1,0,1,1,0,1,0,0
3969,1,1,0,0,555,1,0,1,1,0,1,0,0
3970,0,1,0,0,555,0,0,1,1,0,0,0,0
3971,1,1,0,0,555,1,0,1,1,0,1,0,0
3972,0,1,0,0,555,1,0,1,1,0,0,0,0
3973,0,0,0,1,555,1,0,1,3,0,2,0,0
3974,1,0,0,0,555,0,0,1,3,0,1,0,0
3975,1,0,0,0,555,1,1,1,3,0,1,0,0
3976,1,0,0,0,555,0,0,1,3,0,2,0,1
3977,1,0,0,0,555,1,1,1,3,0,2,0,1
3978,1,0,0,0,555,0,1,1,3,0,1,0,1
3979,0,0,0,0,555,1,1,1,3,0,1,0,1
3980,1,0,0,0,555,0,0,1,3,0,1,0,1
3981,1,0,0,1,555,1,1,1,3,0,3,0,1
3982,1,0,1,0,555,1,1,1,3,0,2,0,1
3983,1,0,1,1,555,0,1,1,3,0,2,0,1
3984,1,0,1,0,555,0,1,1,3,0,2,0,1
3985,1,0,1,0,555,1,1,1,0,0,1,0,1
3986,1,0,0,0,555,1,1,1,3,0,3,0,1
3987,1,0,0,1,555,0,0,0,3,0,2,0,1
3988,1,0,0,0,555,0,0,0,3,0,2,0,1
3989,1,2,0,1,555,0,0,2,0,0,3,2,1
3990,1,2,0,0,555,0,1,2,0,5,2,2,1
3991,1,3,0,0,555,0,0,2,0,0,2,2,1
3992,1,2,0,0,555,0,1,2,0,0,2,2,1
3993,1,2,0,0,555,0,1,2,0,0,2,2,1
3994,1,2,0,0,555,1,1,2,0,0,2,2,1
3995,1,2,0,0,555,0,1,2,0,5,2,2,1
3996,1,2,0,0,555,1,1,2,0,0,2,2,1
3997,1,2,0,0,555,0,1,2,0,0,2,2,1
3998,1,2,0,0,555,1,1,2,0,0,3,2,1
3999,1,3,0,1,555,1,0,2,0,0,3,2,1
4000,0,1,1,0,555,0,1,2,0,0,2,2,1
4001,1,3,0,0,555,0,1,2,0,0,2,2,1
4002,1,3,0,0,555,0,1,2,0,0,2,2,1
4003,0,1,1,0,555,0,1,2,0,0,2,2,1
4004,1,1,1,0,555,1,1,2,0,0,2,2,1
4005,1,2,0,0,555,1,1,2,0,0,3,2,1
4006,1,2,0,0,555,1,1,2,0,0,3,2,1
4007,1,2,1,0,555,1,1,0,2,5,1,2,1
4008,0,2,1,0,555,0,1,0,2,0,0,2,1
4009,1,2,1,0,555,1,1,0,1,0,2,2,1
4010,1,0,1,0,555,0,0,2,0,0,2,2,1
4011,1,2,1,0,555,1,1,2,0,0,3,2,1
4012,1,2,1,0,555,0,0,2,0,0,2,2,1
4013,0,2,1,0,555,0,0,0,1,0,3,2,1
4014,1,2,1,0,555,1,1,0,1,0,2,2,1
4015,1,2,1,0,555,1,1,0,1,0,3,2,1
4016,1,0,1,0,555,0,1,2,0,0,2,2,1
4017,1,2,1,0,555,0,0,1,4,5,1,2,1
4018,1,2,1,0,555,0,0,0,1,0,2,2,1
4019,1,1,1,0,555,0,1,0,1,0,1,2,1
4020,1,1,1,1,555,0,1,0,1,0,2,2,1
4021,1,1,1,0,555,1,1,0,1,0,3,2,1
4022,1,3,1,0,555,0,1,1,4,5,0,1,1
4023,1,2,1,0,555,0,1,0,1,0,1,1,1
4024,1,1,2,0,555,1,1,0,1,0,2,1,1
4025,0,2,2,1,555,0,1,0,1,0,2,1,1
4026,1,2,1,0,555,0,1,0,2,0,2,1,1
4027,1,2,2,1,555,1,0,0,1,0,2,1,1
4028,1,2,2,0,555,0,1,0,1,0,2,1,1
4029,0,2,2,0,555,0,1,0,1,0,2,1,1
4030,0,4,3,1,500,1,0,2,0,4,3,1,1
4031,0,4,3,1,500,0,0,0,1,2,3,1,1
4032,1,3,3,0,500,1,1,2,0,2,3,1,1
4033,1,4,4,1,500,0,1,0,4,4,3,1,1
4034,1,4,4,1,500,1,1,0,4,4,3,1,1
4035,1,1,0,0,555,0,0,2,3,0,3,3,1
4036,1,2,0,0,555,1,1,2,3,0,3,3,1
4037,1,1,2,0,555,1,1,2,3,0,3,3,1
4038,0,4,0,0,555,1,0,2,3,0,3,3,0
4039,1,3,4,0,555,0,1,0,1,5,2,1,1
4040,1,3,4,1,555,1,1,0,1,5,3,1,1
4041,1,3,5,1,555,1,0,0,1,0,3,1,1
4042,1,4,2,0,555,0,1,2,0,0,3,1,1
4043,1,4,1,0,555,0,1,2,3,0,3,1,1
4044,0,1,0,0,555,0,0,0,1,0,3,1,0
4045,1,4,2,0,555,0,1,2,0,0,3,1,1
4046,1,0,2,0,555,1,1,0,1,0,2,1,1
4047,0,0,3,1,555,0,1,0,1,0,2,1,1
4048,0,2,0,0,555,1,1,0,1,0,3,1,1
4049,0,2,0,0,555,1,1,0,1,0,3,1,1
4050,1,2,0,0,555,0,1,2,3,0,2,3,1
4051,1,2,3,1,555,0,0,0,1,5,3,1,1
4052,1,4,2,1,555,0,1,2,0,0,3,1,1
4053,1,3,2,1,555,1,1,0,1,0,3,1,1
4054,1,3,2,0,555,0,1,0,1,0,2,1,1
4055,1,2,3,1,555,0,1,2,0,0,3,1,1
4056,1,4,2,1,555,1,1,2,0,0,3,1,1
4057,1,3,4,1,555,1,1,0,1,0,3,1,1
4058,1,1,3,0,555,0,1,0,2,0,3,1,1
4059,0,2,3,1,555,1,0,0,2,0,3,1,1
4060,1,4,3,1,555,1,1,0,1,0,3,1,1
4061,1,1,3,0,555,0,1,2,0,0,3,1,1
4062,0,3,3,1,555,0,0,2,0,0,3,1,1
4063,0,2,0,0,555,1,1,0,2,0,2,1,1
4064,0,1,1,0,555,0,1,0,2,5,2,1,1
4065,0,2,0,1,555,0,0,1,4,0,2,1,1
4066,1,2,0,0,555,0,1,2,3,0,2,3,1
4067,1,2,0,0,555,0,1,2,0,0,3,2,1
4068,1,4,2,0,555,0,1,0,1,0,2,1,1
4069,0,4,3,1,555,1,1,0,1,0,3,1,1
4070,1,4,2,0,555,1,1,0,1,0,3,1,1
4071,1,2,0,0,555,0,0,1,4,0,2,1,1
4072,0,2,0,0,555,1,1,1,4,0,1,1,1
4073,1,2,0,0,555,0,0,1,4,0,1,1,1
4074,0,2,0,0,555,1,1,1,4,5,2,1,1
4075,0,2,0,0,555,1,1,1,4,0,2,1,1
4076,1,1,1,1,555,0,0,0,2,0,1,1,1
4077,1,2,0,0,555,1,1,2,3,0,3,1,1
4078,1,2,0,1,555,0,0,2,3,0,2,1,1
4079,1,2,0,0,555,0,0,2,3,0,2,1,1
4080,1,2,0,0,555,0,0,2,3,0,3,1,1
4081,0,2,0,0,555,1,1,0,1,0,1,1,1
4082,1,3,3,0,555,1,1,2,3,0,3,2,1
4083,1,4,3,0,555,1,1,2,0,5,3,2,1
4084,1,0,4,1,555,1,1,2,3,0,3,2,1
4085,0,1,4,1,555,0,1,2,3,0,3,2,1
4086,1,3,3,0,555,1,1,2,3,0,3,2,1
4087,1,2,0,0,555,1,0,2,3,0,2,2,1
4088,0,2,4,1,555,1,0,2,0,5,3,0,1
4089,1,2,0,1,555,1,0,2,0,0,3,0,1
4090,0,3,0,1,555,1,0,2,0,0,3,0,1
4091,1,2,0,0,555,0,1,1,2,0,0,0,0
4092,0,2,0,0,555,1,0,1,2,0,1,0,0
4093,0,1,0,1,555,0,0,1,1,0,1,0,0
4094,0,2,0,0,500,0,1,1,2,1,0,2,1
4095,1,3,0,0,500,0,0,1,2,1,0,2,1
4096,0,1,0,1,555,0,0,1,1,0,1,0,0
4097,1,2,0,0,555,1,1,1,1,0,2,0,0
4098,0,2,0,0,555,1,1,1,1,0,2,0,0
4099,1,1,0,0,555,1,1,1,1,0,0,0,0
4100,1,1,0,0,555,1,1,1,1,0,1,0,0
4101,1,2,0,1,555,1,0,1,1,0,2,0,0
4102,0,2,0,0,555,1,0,1,1,0,2,0,0
4103,0,2,0,0,500,1,1,1,2,1,0,2,1
4104,1,2,0,1,500,0,0,3,1,1,0,2,1
4105,1,2,0,0,500,0,1,1,2,1,0,2,1
